district_id,name,frl_percent,ia_bandwidth_per_student_kbps
1075448,Achievement First Iluminar,0.440993789,0.00E+00
959607,GEORGE HANAFORD SCHOOL,0.101083032,200.080032
959625,CUNNINGHAM SCHOOL,0.819047619,216.4736443
959632,WARWICK NECK SCHOOL,0.292418773,104.7778709
959618,NARRAGANSETT PIER SCHOOL,0.234567901,379.0750569
959606,NORTH CUMBERLAND MIDDLE,0.114630468,225.2759631
959601,WASHINGTON OAK SCHOOL,0.217241379,106.2699256
959604,EDEN PARK SCHOOL,0.509915014,96.30200308
959634,STATE STREET SCHOOL,0.451612903,367.9175865
959627,West Broadway Middle School,0.954716981,441.5011038
959636,WOONSOCKET MIDDLE SCHOOL,0.753499222,126.560918
959604,GLEN HILLS SCHOOL,0.217791411,96.30200308
959629,VINCENT J. GALLAGHER MIDDLE,0.152136752,420.1680672
959606,JOHN J. MCLAUGHLIN CUMBERLAND,0.167630058,225.2759631
959632,SHERMAN SCHOOL,0.336088154,104.7778709
959632,SCOTT SCHOOL,0.342307692,104.7778709
959632,WYMAN SCHOOL,0.343971631,104.7778709
959595,MT. HOPE HIGH SCHOOL,0.340517241,313.283208
959632,FRANCIS SCHOOL,0.281632653,104.7778709
959623,DR. EDWARD RICCI SCHOOL,0.523148148,136.6493577
959598,VETERANS MEMORIAL ELEMENTARY,0.864811133,397.4562798
959609,EXETER-WEST GREENWICH REG. JR.,0.110687023,462.3921085
959592,INTERNATIONAL CHARTER SCHOOL,0.618461538,0.00E+00
959590,PAUL CUFFEE CHARTER SCHOOL,0.621309371,0.00E+00
1073402,SHEILA SKIP NOWELL LEADERSHIP,,0.00E+00
1073402,SHEILA SKIP NOWELL LEADERSHIP,,0.00E+00
1075448,ACHIEVEMENT FIRST RHODE ISLAND,,0.00E+00
959580,SEGUE INST FOR LEARNING,0.915401302,0.00E+00
959632,PARK SCHOOL,0.724137931,104.7778709
959632,ROBERTSON SCHOOL,0.217898833,104.7778709
959587,SOWAMS ELEMENTARY SCHOOL,0.293650794,300.3003003
959595,KICKEMUIT MIDDLE SCHOOL,0.649202734,313.283208
959596,AUSTIN T. LEVY SCHOOL,0.606854839,422.6542688
959601,BLACKROCK SCHOOL,,106.2699256
959604,EDGEWOOD HIGHLAND,0.227929374,96.30200308
959604,HUGH B. BAIN MIDDLE SCHOOL,0.625,96.30200308
959592,INTERNATIONAL CHARTER SCHOOL,,0.00E+00
959612,WEST GLOCESTER ELEMENTARY,0.333333333,365.630713
959614,BROWN AVENUE SCHOOL,0.632653061,488.28125
959614,JOHNSTON SENIOR HIGH,0.80952381,488.28125
959614,SARAH DYER BARNES SCHOOL,0.481595092,488.28125
959614,THORNTON SCHOOL,0.814606742,488.28125
959622,FOREST PARK EL. SCHOOL,0.086111111,0.00E+00
959623,JOSEPH A. WHELAN SCHOOL,,136.6493577
959593,The Compass School,1,0.00E+00
959578,Founders Academy,0.452380952,0.00E+00
959627,Evolutions High School,0.728395062,441.5011038
959627,360 High School,0.697368421,441.5011038
959578,BEACON CHARTER SCHOOL,0.944086022,0.00E+00
959627,West Broadway Middle School,0.187096774,441.5011038
1086810,SouthSide Elementary Charter,,0.00E+00
1086809,The Hope Academy,0.42,0.00E+00
959581,BLACKSTONE VALLEY PREP E. 2,0.965770171,2875.399361
959587,NAYATT SCHOOL,0.966329966,300.3003003
959587,PRIMROSE HILL SCHOOL,0.955465587,300.3003003
959601,WASHINGTON OAK SCHOOL,0.350824588,106.2699256
959601,HOPKINS HILL SCHOOL,0.597560976,106.2699256
959601,WESTERN COVENTRY SCHOOL,0.461756374,106.2699256
959604,GLEN HILLS SCHOOL,0.992084433,96.30200308
959609,EXETER-WEST GREENWICH REG. JR.,0.967391304,462.3921085
959609,EXETER-WEST GREENWICH REGIONAL,0.682713348,462.3921085
959613,JAMESTOWN SCHOOL-LAWN,,1018.329939
959613,JAMESTOWN SCHOOL-MELROSE,0.341404358,1018.329939
959614,NICHOLAS A. FERRI MIDDLE,0.842105263,488.28125
959624,NORTH SMITHFIELD MS,0.532110092,299.2220227
959627,GILBERT STUART MIDDLE SCHOOL,0.920065253,441.5011038
959627,HOPE HIGH SCHOOL,0.998850575,441.5011038
959627,CARL G. LAURO EL. SCHOOL,0.552356021,441.5011038
959632,TOLL GATE HIGH SCHOOL,0.573033708,104.7778709
959632,WARWICK NECK SCHOOL,0.880539499,104.7778709
959632,WINMAN JUNIOR HIGH SCHOOL,0.689145793,104.7778709
959636,CITIZENS MEMORIAL SCHOOL,0.731748727,126.560918
959636,WOONSOCKET MIDDLE SCHOOL,0.855008787,126.560918
959582,THE GREENE SCHOOL,0.9296875,0.00E+00
959581,BLACKSTONE VALLEY PREP,0.977722772,2875.399361
1090224,TIMES2 ACADEMY,0.461685824,1481.481481
1075448,ACHIEVEMENT FIRST RHODE ISLAND,0.973045822,0.00E+00
959598,ELLA RISK SCHOOL,0.426202322,397.4562798
959626,PORTSMOUTH MIDDLE SCHOOL,0.140861467,825.0825083
1075448,AF-PROVIDENCE MAYORAL MIDDLE,,0.00E+00
959581,RHODE ISLAND MAYORAL ACADEMY BLACKSTONE VALLEY ELEMENTARY 3,,2875.399361
1075448,AF-Iluminar Mayoral Academy II,,0.00E+00
1073402,SHEILA SKIP NOWELL LEADERSHIP,0.839506173,0.00E+00
959591,KINGSTON HILL ACADEMY,0.164893617,0.00E+00
959586,RINI MIDDLE COLLEGE,0.986238532,1036.26943
2001609,RISE Prep Mayoral Academy,,0.00E+00
959632,ROBERTSON SCHOOL,0.34006734,104.7778709
959610,CAPT. ISAAC PAINE EL. SCHOOL,0.232394366,377.3584906
959622,FISHING COVE EL. SCHOOL,0.359756098,0.00E+00
959623,CENTREDALE SCHOOL,0.608695652,136.6493577
959623,BIRCHWOOD MIDDLE SCHOOL,0.50617284,136.6493577
959587,HAMPDEN MEADOWS SCHOOL,0.056112224,300.3003003
959595,GUITERAS SCHOOL,0.331168831,313.283208
959587,BARRINGTON MIDDLE SCHOOL,0.046398046,300.3003003
959595,ROCKWELL SCHOOL,0.159259259,313.283208
959600,HOPE VALLEY ELEMENTARY SCHOOL,0.214592275,155.2312946
959601,BLACKROCK SCHOOL,0.421800948,106.2699256
959600,CHARIHO REGIONAL MIDDLE SCHOOL,0.201417004,155.2312946
959596,BURRILLVILLE HIGH SCHOOL,0.36137931,422.6542688
959604,CHESTER W. BARROWS SCHOOL,0.491891892,96.30200308
959576,THE LEARNING COMMUNITY,0.862745098,899.2805755
959578,BEACON CHARTER SCHOOL,0.482608696,0.00E+00
959585,TRINITY ACADEMY PERFORMING ART,0.885057471,480.7692308
959628,SCITUATE MIDDLE SCHOOL,0.222527473,194.4012442
959632,PILGRIM HIGH SCHOOL,0.313340228,104.7778709
959628,CLAYVILLE SCHOOL,0.132867133,194.4012442
959630,BROAD ROCK MIDDLE SCHOOL,0.182692308,196.4636542
959628,HOPE SCHOOL,0.273913043,194.4012442
959631,FORT BARTON SCHOOL,0.228215768,167.2240803
959626,PORTSMOUTH HIGH SCHOOL,0.129488575,825.0825083
959623,NORTH PROVIDENCE HIGH,0.479381443,136.6493577
959623,MARIEVILLE SCHOOL,0.630952381,136.6493577
959604,GARDEN CITY SCHOOL,0.353125,96.30200308
959600,CHARLESTOWN ELEMENTARY SCHOOL,0.241992883,155.2312946
1073402,SHEILA SKIP NOWELL LEADERSHIP,0.873417722,0.00E+00
959628,SCITUATE HIGH SCHOOL,0.184154176,194.4012442
959628,NORTH SCITUATE SCHOOL,0.134883721,194.4012442
1086810,SouthSide Elementary Charter,0,0.00E+00
1086809,The Hope Academy,0.444444444,0.00E+00
959595,COLT ANDREWS SCHOOL,0.449197861,313.283208
959596,STEERE FARM ELEMENTARY SCHOOL,0.292875989,422.6542688
959587,PRIMROSE HILL SCHOOL,0.070063694,300.3003003
959587,SOWAMS ELEMENTARY SCHOOL,0.030769231,300.3003003
959581,BLACKSTONE VALLEY PREP HIGH,0.546391753,2875.399361
959595,KICKEMUIT MIDDLE SCHOOL,0.362337662,313.283208
959587,NAYATT SCHOOL,0.031545741,300.3003003
959581,BLACKSTONE VALLEY PREP E. 2,0.489296636,2875.399361
959596,AUSTIN T. LEVY SCHOOL,0.310249307,422.6542688
959596,BURRILLVILLE MIDDLE SCHOOL,0.381789137,422.6542688
959598,CENTRAL FALLS SR HIGH,0.657681941,397.4562798
959600,ASHAWAY ELEMENTARY SCHOOL,0.287292818,155.2312946
959601,WESTERN COVENTRY SCHOOL,0.212464589,106.2699256
959601,ALAN SHAWN FEINSTEIN MS OF COV,0.328981723,106.2699256
959600,CHARIHO HIGH SCHOOL,0.18117854,155.2312946
959601,TIOGUE SCHOOL,0.431635389,106.2699256
959601,HOPKINS HILL SCHOOL,0.469586375,106.2699256
959598,CALCUTT MIDDLE SCHOOL,0.853030303,397.4562798
959604,HOPE HIGHLANDS ELEMENTARY,0.110539846,96.30200308
959616,WILBUR AND MCMAHON SCHOOLS,0.133064516,806.4516129
959614,NICHOLAS A. FERRI MIDDLE,0.429149798,488.28125
959617,AQUIDNECK SCHOOL,0.222797927,428.6326618
959613,JAMESTOWN SCHOOL-LAWN,0.12254902,1018.329939
959614,BROWN AVENUE SCHOOL,0.272321429,488.28125
959604,STONE HILL SCHOOL,0.270186335,96.30200308
959604,EDGEWOOD HIGHLAND,0.639285714,96.30200308
959612,WEST GLOCESTER ELEMENTARY,0.186956522,365.630713
959617,JOSEPH H. GAUDET SCHOOL,0.291784703,428.6326618
959604,W. R. DUTEMPLE SCHOOL,0.561933535,96.30200308
959617,JOSEPH GAUDET ACADEMY,0.303571429,428.6326618
959604,STADIUM SCHOOL,0.60724234,96.30200308
959614,THORNTON SCHOOL,0.557422969,488.28125
959609,EXETER-WEST GREENWICH REGIONAL,0.103053435,462.3921085
959619,BLOCK ISLAND SCHOOL,0.188034188,39.82300885
959604,HUGH B. BAIN MIDDLE SCHOOL,0.709939148,96.30200308
959611,PONAGANSET HIGH SCHOOL,0.172043011,239.8081535
959604,OAK LAWN SCHOOL,0.130769231,96.30200308
959604,NEL/CPS CONSTRUCTION CAREER,0.534246575,96.30200308
959613,JAMESTOWN SCHOOL-MELROSE,0.133105802,1018.329939
959614,JOHNSTON SENIOR HIGH,0.380668258,488.28125
959614,SARAH DYER BARNES SCHOOL,0.357142857,488.28125
959604,DANIEL D. WATERMAN SCHOOL,0.333333333,96.30200308
959612,FOGARTY MEMORIAL,0.140468227,365.630713
959604,GLADSTONE STREET SCHOOL,0.748681898,96.30200308
959604,CRANSTON HIGH SCHOOL WEST,0.220246238,96.30200308
959611,PONAGANSET MIDDLE SCHOOL,0.204255319,239.8081535
959604,CRANSTON HIGH SCHOOL EAST,0.581229773,96.30200308
959623,JOSEPH A. WHELAN SCHOOL,0.446153846,136.6493577
959627,GILBERT STUART MIDDLE SCHOOL,0.806167401,441.5011038
959632,TOLL GATE HIGH SCHOOL,0.302521008,104.7778709
959634,DUNN'S CORNERS SCHOOL,0.209386282,367.9175865
959621,FRANK E. THOMPSON MIDDLE,0.630662021,226.1420172
959623,STEPHEN OLNEY SCHOOL,0.39527027,136.6493577
959636,BERNON HEIGHTS SCHOOL,0.686567164,126.560918
959621,CLAIBORNE PELL ELEMENTARY,0.631460674,226.1420172
959627,HOPE HIGH SCHOOL,0.772196262,441.5011038
959636,CITIZENS MEMORIAL SCHOOL,0.851318945,126.560918
959632,WINMAN JUNIOR HIGH SCHOOL,0.316981132,104.7778709
959634,WESTERLY HIGH SCHOOL,0.342105263,367.9175865
959625,FLORA S. CURTIS SCHOOL,0.64,216.4736443
959621,ROGERS HIGH SCHOOL,0.596830986,226.1420172
959622,HAMILTON SCHOOL,0.113314448,0.00E+00
959625,ELIZABETH BALDWIN SCHOOL,0.87394958,216.4736443
959624,NORTH SMITHFIELD MS,0.187782805,299.2220227
959624,NORTH SMITHFIELD ELEMENTARY,0.22,299.2220227
959632,WICKES SCHOOL,0.471098266,104.7778709
959634,BRADFORD ELEMENTARY SCHOOL,0.52238806,367.9175865
959632,WARWICK VETERANS HIGH,0.366906475,104.7778709
959625,AGNES E. LITTLE SCHOOL,0.799065421,216.4736443
959623,GREYSTONE SCHOOL,0.475,136.6493577
959622,SUZANNE M. HENSELER QUIDNESSET,0.558730159,0.00E+00
959623,JAMES L. MCGUIRE SCHOOL,0.428571429,136.6493577
959627,HARRY KIZIRIAN ELEMENTARY,0.911764706,441.5011038
959622,DAVISVILLE MIDDLE SCHOOL,0.298479087,0.00E+00
959627,CARL G. LAURO EL. SCHOOL,0.843715847,441.5011038
959625,CUNNINGHAM SCHOOL,0.887218045,216.4736443
959636,WOONSOCKET CAREER AN TECH CTR.,,126.560918
959636,GLOBE PARK SCHOOL,0.794768612,126.560918
1090222,ACADEMY FOR CAREER EXPLORATION,0.821052632,9950.248756
959582,THE GREENE SCHOOL,0.335329341,0.00E+00
959581,BLACKSTONE VALLEY PREP,0.464114833,2875.399361
959598,ELLA RISK SCHOOL,0.814479638,397.4562798
959581,BLACKSTONE VALLEY PREP,0.635542169,2875.399361
959604,PARK VIEW MIDDLE SCHOOL,0.533730159,96.30200308
959604,WESTERN HILLS MIDDLE SCHOOL,0.215083799,96.30200308
959604,EDWARD S. RHODES SCHOOL,0.328185328,96.30200308
959626,PORTSMOUTH MIDDLE SCHOOL,0.141350211,825.0825083
959630,PEACE DALE SCHOOL,0.217877095,196.4636542
959627,ESEK HOPKINS MIDDLE,0.851916376,441.5011038
959629,OLD COUNTY ROAD SCHOOL,0.306451613,420.1680672
959627,E-CUBED ACADEMY,0.759206799,441.5011038
959627,CENTRAL HIGH SCHOOL,0.780128795,441.5011038
959627,PROVIDENCE CAREER TECHNICAL,0.831730769,441.5011038
959627,FRANK D. SPAZIANO ELEM SCHOOL,0.856470588,441.5011038
959629,WILLIAM WINSOR SCHOOL,0.092936803,420.1680672
959627,ROBERT F. KENNEDY EL. SCHOOL,0.71875,441.5011038
959630,WEST KINGSTON SCHOOL,0.226618705,196.4636542
959627,CLASSICAL HIGH SCHOOL,0.63059034,441.5011038
959627,NATHANAEL GREENE MIDDLE,0.773237998,441.5011038
959627,WEBSTER AVENUE SCHOOL,0.873737374,441.5011038
959630,WAKEFIELD SCHOOL,0.172413793,196.4636542
959627,GEORGE J. WEST EL. SCHOOL,0.885126965,441.5011038
959630,SOUTH KINGSTOWN HIGH,0.201535509,196.4636542
959627,LILLIAN FEINSTEIN EL. SCHOOL,0.895454545,441.5011038
959629,SMITHFIELD HIGH SCHOOL,0.156643357,420.1680672
959627,LEVITON DUAL LANGUAGE SCHOOL,0.861702128,441.5011038
959629,ANNA M. MCCABE SCHOOL,0.153153153,420.1680672
959629,RAYMOND LAPERCHE SCHOOL,0.155251142,420.1680672
959627,RESERVOIR AVENUE SCHOOL,0.792079208,441.5011038
959627,MOUNT PLEASANT HIGH,0.747695853,441.5011038
959627,PLEASANT VIEW SCHOOL,0.802721088,441.5011038
959631,RANGER SCHOOL,0.281818182,167.2240803
959627,DR. JORGE ALVAREZ HS,0.828009828,441.5011038
959630,CURTIS CORNER MIDDLE SCHOOL,0.193116635,196.4636542
959631,POCASSET SCHOOL,0.3515625,167.2240803
959631,TIVERTON MIDDLE SCHOOL,0.295138889,167.2240803
959631,TIVERTON HIGH SCHOOL,0.273534636,167.2240803
959627,VARTAN GREGORIAN EL. SCHOOL,0.494974874,441.5011038
959632,CEDAR HILL SCHOOL,0.215736041,104.7778709
959632,OAKLAND BEACH SCHOOL,0.52688172,104.7778709
959632,NORWOOD SCHOOL,0.404081633,104.7778709
959632,LIPPITT SCHOOL,0.418103448,104.7778709
959632,DRUM ROCK EARLY,0.257281553,104.7778709
959632,HOXSIE SCHOOL,0.395498392,104.7778709
959632,HOLLIMAN SCHOOL,0.313793103,104.7778709
959634,SPRINGBROOK ELEMENTARY SCHOOL,0.547987616,367.9175865
959634,WESTERLY MIDDLE SCHOOL,0.390022676,367.9175865
959632,PARK SCHOOL,0.353846154,104.7778709
959632,HOLDEN SCHOOL,0.323529412,104.7778709
959636,HARRIS SCHOOL,0.823113208,126.560918
959636,GOVERNOR ARAM J. POTHIER SCHOO,0.827324478,126.560918
959636,LEO A. SAVOIE SCHOOL,0.586206897,126.560918
959636,WOONSOCKET HIGH SCHOOL,0.596401028,126.560918
959608,WADDINGTON SCHOOL,0.317518248,55.92841163
959615,SAYLESVILLE ELEMENTARY,0.325490196,347.705146
959608,KENT HEIGHTS SCHOOL,0.523636364,55.92841163
959609,METCALF SCHOOL,0.173652695,462.3921085
959608,EAST PROVIDENCE HIGH,0.465901418,55.92841163
959625,SAMUEL SLATER JUNIOR HIGH,0.855263158,216.4736443
959625,JOSEPH JENKS JUNIOR HIGH,0.857749469,216.4736443
